Temp,RH,NO2,NO,O3,SO2,PM2.5,Benzene,Toluene,CO,Xylene,NH3,PM10,target
9.9,66.8,20,108,344,17.02,33.83,167,0,0.5,2,0,70.48,1
7.6,83.2,51,132,413,15.8,34.23,143,1,0.6,1,4,73.35,0
8.1,79,82,130,605,15.07,52.15,97,0,1.1,1,1,81.16,0
8.7,74.6,112,120,991,15.37,35.99,151,0,2.7,1,0,87.41,1
8.6,75.1,119,144,1175,15,37.93,126,1,3.5,1,0,76.73,0
9.7,69.7,99,110,923,16.78,31.94,143,1,2.3,1,1,74.38,0
11,64.4,98,110,829,13.74,18.04,126,1,1.6,1,0,89.91,1
13.6,53,88,124,733,14.31,27.9,141,0,1.3,2,0,63.23,0
14.2,48.4,96,138,819,15.67,36.51,152,1,2,1,0,62.1,1
14.2,46.3,81,164,723,14.63,55.71,90,0,1.9,1,2,69.88,0
16,41.3,92,160,786,14.95,57.01,108,1,1.9,1,3,134.83,0
17.7,35.4,105,134,850,15.31,53.94,162,0,2.2,2,2,79.38,0
17.1,37.4,88,128,820,14.18,49.34,115,0,2,2,0,75.08,1
14.9,40.5,103,122,991,13.06,42.22,186,0,2.9,2,0,66.34,1
13.4,47.8,141,130,1454,19.54,39.43,146,0,5.2,1,3,74.56,1
12.6,52.5,133,122,1488,14.6,42.33,165,0,4.6,1,0,62.14,1
12.2,53.2,119,130,1205,23.13,26.75,173,0,2.5,2,3,66.1,1
10.6,56.1,106,130,909,19.01,34.16,174,0,1.5,1,1,69.06,0
9.9,59.5,92,130,769,17.01,30.07,173,0,1.2,2,3,67.28,1
9.6,61.1,97,112,835,14.17,25.54,165,0,1.7,1,1,64.39,0
9.7,61.6,91,110,793,14.66,38.47,168,0,1.4,0,0,78.8,0
9.4,62.6,83,105,733,15.75,42.55,154,1,1.2,1,0,107.68,1
8.2,68.5,-200,110,502,15.47,38.1,123,0,0.6,2,0,63.5,1
8,69.4,59,132,562,14.26,27.22,136,1,0.7,1,0,61.13,0
7.7,72.4,73,132,832,17.02,41.81,132,1,0.8,1,1,56.9,0
8,71.8,78,110,924,15.8,75.03,158,0,0.9,1,0,82.26,1
8.5,66.3,90,120,974,15.07,30.48,160,0,1.6,1,0,84.99,0
9.8,59.6,110,142,1307,15.37,75.06,160,1,3.4,0,0,90.28,1
11.2,57,114,160,1481,15,85.36,138,0,3.8,2,0,82.26,1
14.8,44.1,119,140,1405,16.78,124.97,164,1,3.1,2,0,67.79,1
16.8,35.3,121,130,1195,13.74,86.63,122,0,2.7,1,2,70.95,1
19.2,27.1,97,120,868,14.31,70.34,71,0,2,1,0,99.14,0
19.1,26.2,99,118,874,15.67,50.49,190,0,2.3,1,0,89.65,1
16.3,30.8,85,146,738,14.63,42.25,105,0,1.9,1,1,86.02,0
14.2,36.8,75,132,550,14.95,48.23,173,0,1.3,2,2,81,0
13.4,41,87,110,777,15.31,138.94,142,1,1.9,1,1,66.36,0
14.2,43.3,102,150,966,14.18,155.68,111,1,2.3,2,0,67.92,0
12.1,45.6,105,126,990,13.06,120.35,156,1,2.4,2,0,312.28,0
10.4,48,98,110,944,19.54,140.81,123,0,2.7,2,0,173.4,1
10,51.1,93,120,962,14.6,87.09,173,0,2.6,1,0,586.27,1
9.8,50.8,91,125,778,23.13,83.57,162,1,1.5,2,3,84.25,0
9.7,50.4,85,120,690,19.01,75.41,96,1,1.2,0,1,88.9,0
9.9,50.2,74,145,644,17.01,106.86,150,0,1.1,0,0,65.77,1
9.4,53.4,87,136,753,14.17,96.53,152,0,1.5,2,2,69.5,0
8.6,57.8,79,110,646,14.66,76.96,132,0,1,1,0,70.97,0
8.1,62.1,78,110,838,15.75,73.05,123,0,1.2,2,0,81.73,1
7.9,63.5,-200,160,851,15.47,72.52,145,0,1.1,0,3,94.06,0
7.4,64.8,63,130,801,14.26,109.22,132,1,-200,2,3,66.21,0
8.2,58.9,48,146,665,17.02,122.63,152,0,0.8,1,1,93.89,1
6.3,66.6,59,180,717,15.8,214.36,150,1,0.9,1,0,62.28,0
7.2,62.9,65,110,795,15.07,381.69,114,1,1.1,1,0,87.14,0
7.2,63.9,71,160,936,15.37,182.59,138,0,1.5,2,0,92.72,1
11.1,50.5,84,145,1076,15,271.85,150,0,1.8,0,0,94.09,1
15.5,36.1,93,120,1016,16.78,230.76,139,0,2.1,1,3,11.5,0
17.8,29.2,99,112,834,13.74,203.3,125,0,2.1,1,0,89.23,1
17.6,30.1,93,156,756,14.31,152.03,143,0,1.9,2,0,135.16,1
19.1,26.8,96,105,766,15.67,176.02,172,0,2.1,2,0,120.7,1
17.7,28.6,114,140,905,14.63,109.16,138,1,2.5,2,1,138.12,0
17.8,28.4,101,130,765,14.95,126.57,142,1,1.9,1,1,98.37,0
18.7,26,108,140,830,15.31,59.26,165,0,2.2,2,0,88.99,1
17.1,31.3,117,100,853,14.18,51.72,156,0,2.3,2,1,95,0
15.8,36.1,125,138,981,13.06,67.4,152,1,2.7,1,0,142.43,1
14.7,40.1,133,150,1286,19.54,79.49,147,0,3,1,0,150.65,0
13.6,44.9,119,105,1244,14.6,112.25,168,0,2.8,2,1,118.67,1
12.5,48.1,107,125,1056,23.13,133.07,144,1,2.2,1,1,88,0
11.8,50.8,96,150,1003,19.01,93.96,112,1,1.6,1,1,127.98,0
10.9,56.1,105,130,1245,17.01,93.7,109,0,2.1,1,3,121.1,0
10.9,55.9,102,170,1200,14.17,96.65,159,0,2.3,1,0,97,0
10.3,58.1,97,130,1188,14.66,107.09,172,0,2.3,2,0,47.91,1
9.3,62.2,79,125,1070,15.75,119.02,152,0,1.7,0,1,38.66,1
8.2,66.7,-200,138,1075,15.47,83.86,169,0,2.2,2,4,46.68,1
8.3,64.9,69,124,895,14.26,72.67,163,0,1.3,2,0,50.83,1
9.6,58.5,52,160,755,17.02,94.32,151,0,0.8,2,0,41.03,1
7.7,66.4,62,128,806,15.8,89,159,0,1.1,2,1,35.04,1
7.4,68,69,102,836,15.07,85.35,122,0,1.4,1,0,35.75,1
9.7,58.6,75,120,897,15.37,101.25,163,1,1.3,2,0,41.51,1
12.5,50.1,83,136,1073,15,90.02,152,0,1.9,2,2,53.59,0
16.8,36.9,94,142,1088,16.78,119.17,147,1,2.3,1,3,44.02,0
19.2,31.3,96,130,1036,13.74,207.19,142,1,2.3,1,0,60.05,0
21.3,26.4,86,160,768,14.31,148.83,163,0,1.8,2,1,40.33,1
21.2,23.1,72,150,587,15.67,85.32,174,0,1.4,2,0,41.55,1
18.6,25,53,132,452,14.63,143.07,143,1,1,1,4,56.65,0
18,27.3,65,108,470,14.95,140.88,152,0,1.4,2,0,62.86,0
18.2,28.3,70,152,502,15.31,99.77,150,0,1.3,1,0,62.7,0
17,31.4,75,150,516,14.18,119.99,114,0,1.3,1,3,53.86,0
15.6,35,86,102,555,13.06,111.92,160,0,1.4,2,1,60.03,1
14.1,40.2,94,130,671,19.54,96.51,187,0,1.9,0,0,41.95,1
13.4,43.2,103,112,788,14.6,80.52,172,1,1.8,2,0,48.07,1
12.3,46.8,81,120,538,23.13,92.8,163,1,1.1,2,0,33.9,1
11.9,46.5,80,174,544,19.01,102.26,143,1,1.1,1,0,49.19,0
11.5,46.6,77,120,500,17.01,108.19,129,1,1.1,1,2,48.66,0
10.6,48,58,130,417,14.17,93.87,179,0,0.9,2,0,39.84,1
10.7,45.8,31,120,341,14.66,109.53,160,0,0.6,1,0,41.95,0
10.4,46.6,38,150,352,15.75,79.34,154,1,0.5,1,0,33.51,0
10.1,47.8,-200,140,397,15.47,93.05,170,0,0.7,1,2,43.65,0
11.3,46.9,59,152,502,14.26,85.51,88,1,0.6,1,1,42.17,0
10.1,51.2,70,150,648,17.02,80.89,174,0,0.7,2,0,31.74,1
9.9,50.7,75,130,760,15.8,58.62,179,0,0.9,2,0,45.79,1
8.1,56.8,103,128,1183,15.07,68.53,184,0,2.9,2,0,45.39,1
10.9,44.1,134,130,1431,15.37,81.38,173,0,4.1,2,3,35.53,1
11.8,37.6,98,160,705,15,56.54,145,1,1.5,1,1,27.32,0
13.9,33.2,97,120,637,16.78,74.08,157,0,1.5,2,0,33.24,1
15.6,30.1,98,112,658,13.74,62.76,160,0,1.5,2,1,49.81,0
16.5,29,78,150,546,14.31,86.09,154,0,1.4,1,3,48.87,0
17.5,27.9,83,134,561,15.67,59.74,162,0,1.6,1,0,28.06,1
17.9,26.8,92,178,532,14.63,87.13,165,1,1.5,1,2,19.85,0
18.2,26.1,81,134,535,14.95,52.15,162,0,1.4,1,0,25.12,1
18,27.1,90,150,525,15.31,67.51,114,0,1.5,1,3,14.73,0
17,28.9,95,160,603,14.18,70.08,131,0,1.9,1,1,18.9,1
16.1,31.3,114,108,802,13.06,86.9,152,0,2.5,2,0,20.94,0
14.5,35.4,106,138,796,19.54,77.34,152,0,2.1,1,0,11.26,1
13.2,37.9,99,150,689,14.6,65.93,171,0,1.6,2,0,14.56,1
13.1,34.4,90,140,553,23.13,66.58,186,1,1.2,2,0,9.67,1
13.5,28.5,82,140,509,19.01,62.24,146,0,1.1,1,3,5.83,0
12.4,31.9,74,124,455,17.01,62.07,175,0,1,2,2,4.06,1
13.1,26.8,76,118,425,14.17,72.04,190,0,1,1,0,9.88,1
11.6,33.6,66,110,436,14.66,67.44,161,0,0.7,2,0,7.84,1
10.5,42.9,73,115,618,15.75,77.76,160,0,0.7,1,0,6.78,1
11.7,38.7,-200,138,747,15.47,96.71,173,0,0.8,2,4,8.9,1
12.2,37.2,69,130,693,14.26,75.14,188,0,-200,2,0,12.97,1
12.9,33.9,71,110,691,17.02,69.27,118,1,0.7,1,1,13.13,0
11.3,40.3,98,150,1013,15.8,71.54,137,1,1.1,1,0,9.88,1
11.9,38.4,115,160,1311,15.07,104.13,108,1,2.6,1,3,11.92,0
13.3,35.6,130,150,1675,15.37,88.93,171,0,4,2,0,14.63,1
16.3,28.8,150,140,1689,15,82.03,133,0,4.2,2,0,8.99,1
17.9,28.2,159,130,1688,16.78,84.43,131,0,4.7,1,0,6.85,1
18.3,26.6,146,130,1548,13.74,84.46,168,0,3.9,1,0,17.4,1
20.8,22.5,138,110,1490,14.31,76.51,168,0,3.7,0,0,19.14,0
22.4,20,128,150,1354,15.67,63.88,173,0,3.4,2,1,20.04,1
20.9,21.7,97,165,1014,14.63,81.1,124,0,2.2,1,3,31.71,0
19.1,26.5,91,128,831,14.95,73.61,150,0,1.9,1,1,33.56,0
18.1,30.6,81,140,699,15.31,75.79,182,0,1.6,2,0,28.88,1
17.3,34.7,99,128,926,14.18,77.87,131,1,2.1,1,3,24.86,0
15.8,40.4,101,130,928,13.06,77.72,142,1,2.2,1,0,19.67,0
15.9,42,106,150,1038,19.54,66.89,154,0,2.7,1,3,12.62,0
15.9,43.5,102,140,1035,14.6,74.57,122,1,2.4,1,3,18,0
15,46.1,84,122,789,23.13,89.1,174,0,1.3,2,0,25.29,1
15.1,44.6,81,110,692,19.01,110.34,158,0,1.2,2,2,24.52,0
14.9,43.5,91,120,764,17.01,82.53,103,0,1.5,1,1,10.27,0
14.8,41,82,110,639,14.17,108.01,158,0,1.3,2,0,14.44,0
14.8,40.8,64,135,541,14.66,92.94,127,0,1,1,1,19.13,0
14.8,40.8,70,132,678,15.75,87.3,159,1,0.9,2,1,21.52,1
14.2,36.1,-200,150,381,15.47,89.06,137,1,0.5,1,0,19.09,1
14.5,36.1,26,128,343,14.26,51.61,159,0,0.5,2,1,14.84,1
14.6,36,58,150,436,17.02,91.13,174,0,0.6,2,0,13.23,1
14.4,38.5,93,125,688,15.8,88.69,131,1,1,1,0,4.32,0
13.8,58.2,110,132,1438,15.07,108.92,132,1,3.1,1,1,9.67,0
13.2,61.1,115,125,1489,15.37,89.63,166,0,4.1,1,0,7.84,1
10.4,74.4,125,135,1093,15,55.27,161,0,2.2,1,0,7.24,1
11.5,71,118,180,965,16.78,97.88,150,1,1.7,1,0,7.45,0
12.2,70,109,154,1004,13.74,128.56,164,0,1.9,2,1,9.11,0
12.3,73.3,123,140,1166,14.31,103.63,160,0,2.9,2,0,8.56,1
11.3,78.1,114,142,991,15.67,102.16,160,1,2.2,0,0,6.33,1
13.6,69.2,114,112,1054,14.63,89.53,125,0,2.6,1,0,4.57,1
14.9,59.3,119,138,1192,14.95,101.92,182,0,3.1,2,0,7.33,1
15.7,50.9,111,142,1055,15.31,117.99,160,1,2.3,0,0,6.19,1
15.2,52.9,103,130,1048,14.18,115.79,175,0,2.4,1,0,97,1
15.5,50.8,103,108,1073,13.06,189.12,152,0,2.8,2,0,22.3,0
14.3,52.9,107,118,1068,19.54,88.37,149,0,2.7,1,1,13.04,1
13.2,56,105,120,1019,15.37,96.64,140,1,2.3,1,1,2.79,0
12.6,57,91,130,833,13.18,98,172,0,1.5,2,0,6.11,1
12.3,57.8,79,200,759,14.75,93.31,133,1,1.4,0,2,8.1,0
12,58.4,79,180,749,15.01,104.89,117,1,1.2,1,0,5.8,0
12,61.6,86,132,978,14.26,109.34,159,1,1.6,2,1,4.59,1
11.5,63.9,70,120,944,14.56,70.25,120,1,1.2,1,0,4.99,0
10.7,67.2,55,112,891,27.64,103.17,153,0,1.1,2,1,6.19,0
9,73.1,-200,110,849,24.55,185.77,108,1,0.9,1,1,1.99,0
10.2,66.6,49,120,790,29.07,84.48,170,0,0.7,2,0,9.1,1
11,63.7,50,120,852,18.59,89.41,139,0,0.9,1,3,19.02,0
9.6,68.8,67,130,987,39.33,64.61,132,1,1.7,1,2,12.72,0
9.5,69.6,94,105,1435,45.76,65.35,168,0,4.2,2,1,9.03,1
11.9,60.9,119,120,1798,32.28,52.18,139,0,6.2,1,3,13.68,0
16.2,48.6,139,148,1677,38.54,75.13,161,0,4.6,2,1,13.65,0
19.2,39.6,113,140,1282,58.68,83.65,162,1,2.8,2,1,32.1,0
19.7,38.4,88,125,871,8.29,220.49,144,0,1.6,1,4,28.92,1
20.6,36.7,73,152,759,25.03,242.66,172,0,1.7,2,1,7.21,1
21.8,33.9,73,148,790,51.84,114.78,161,0,1.7,2,1,3.16,0
-200,-200,72,112,-200,68.21,92.92,165,0,1.7,1,1,1.15,0
-200,-200,81,130,-200,52.65,91.66,149,0,1.9,2,0,10.02,1
-200,-200,93,160,-200,28.89,138.4,145,0,2.3,0,3,9.27,0
23.6,27.5,106,124,1187,38.27,38.82,163,0,3.3,2,0,5.39,1
22.8,32.1,132,178,1399,49.5,49.18,145,0,4.2,0,0,115.75,1
20.8,36.7,164,160,1644,48.43,56.42,131,0,5.5,1,1,124.5,1
18.3,40.9,161,150,1599,50.03,60.36,157,0,4.9,1,2,129.06,0
16.8,44,124,155,1223,58.87,54.45,148,0,2.5,2,0,135.32,1
15.8,48,113,124,1200,106.93,53.5,136,1,2,1,0,104.09,0
14.9,52,103,138,1118,23.71,41.64,160,0,2,2,0,114.84,1
14.1,54.4,104,108,1067,39.19,32.36,167,0,2,2,0,114.86,1
13.3,58.8,93,140,1048,40.07,29.98,116,0,1.3,1,0,113.56,1
13.3,60.9,60,120,718,58.41,33.3,158,0,1,1,0,140.2,1
11.8,64.3,-200,120,797,43.73,56.51,172,0,0.9,2,0,130.52,1
11.2,65.9,52,120,749,43.28,88.85,144,0,-200,2,0,125,0
11.3,72.9,66,170,737,36.52,111.68,155,0,0.7,1,0,121.77,1
11.4,71.8,82,128,903,49.52,114.06,130,1,1.1,1,2,139.36,0
11.9,73.7,109,140,1159,48.49,116.93,180,0,2.6,2,0,181.64,1
12.6,70.2,114,140,1365,67.39,84.19,157,0,3.9,1,0,208.86,1
13.6,65.3,139,134,1510,75.23,98.53,162,0,5,2,2,141.22,0
16.9,52.3,127,125,1386,55.04,84.16,152,0,3.3,0,1,102.77,1
19.4,44.1,127,110,1368,33.79,71.82,168,0,2.9,0,0,115.27,0
22.9,33.8,135,130,1347,25.73,80.51,109,0,3.1,1,3,131.48,0
23.6,31.3,130,106,1242,32.66,133.48,142,0,3,2,2,99.74,1
24.7,30.5,126,120,1138,67.41,116.54,157,0,2.7,2,0,98.94,1
26.1,27.3,121,118,1080,80.09,98.49,151,0,2.7,2,1,109.65,1
27.6,22.8,122,140,1002,54.28,160.68,146,0,2.6,1,3,129.81,0
26.9,22.3,138,122,1212,48.73,102.05,116,1,3.7,1,2,167.62,0
24.3,30.1,165,132,1486,35.91,100.33,136,1,4.5,1,0,172.04,0
21.2,40.1,154,130,1567,66.58,99.73,152,0,4.7,0,0,171.56,1
19.4,42.5,168,100,1723,65.91,104.22,156,0,5.5,2,1,141.83,0
18.5,43,146,125,1399,80.43,109.8,163,0,3,1,2,147.74,0
17.8,47,124,140,1291,99.72,124.44,162,1,1.9,2,1,152.59,0
16.8,53.2,124,122,1443,69.71,180.27,186,0,2.3,2,0,147.95,1
17.1,51.8,106,94,1270,73.23,138.6,179,0,1.6,2,0,167.75,1
16.2,54.2,88,120,1110,54.7,139.21,71,0,1.3,1,0,171.47,0
15.1,58.2,83,130,1060,43.11,154.09,131,0,1.2,1,0,170.21,1
15.1,57.6,-200,155,965,84.86,121,148,0,0.9,2,0,192.2,1
14.5,58,74,120,891,101.53,80.56,173,0,0.8,1,0,175.16,1
13.7,61.6,64,112,905,84.87,103.75,153,0,0.8,2,1,138.6,0
13.9,59.6,69,132,899,62.96,75.68,105,1,0.9,1,1,109.33,0
13.3,61.7,91,138,1136,89.07,62.83,160,0,2,2,0,131.62,1
15.1,55.8,96,110,1391,61.54,104.23,159,0,3,2,0,108.83,1
17,50.5,106,130,1460,32.76,91.04,168,0,3.1,1,0,109.82,1
19.7,43.3,-200,160,1410,28.44,90.13,163,0,-200,2,1,137.48,1
20.7,41.7,-200,120,1372,29.48,160.43,194,0,-200,0,0,174.75,1
23.3,35.8,-200,135,1266,39.71,94.55,170,0,-200,2,0,162.69,1
23.8,30.5,-200,145,1014,62.75,124.59,142,1,-200,1,2,151.97,0
24.8,27,-200,118,870,78.76,92.5,174,0,-200,2,0,145.68,1
25,27.5,-200,112,905,29.29,86.29,153,0,-200,2,1,132.66,0
25.8,26.5,-200,125,991,30.28,104.21,141,1,-200,1,1,146.64,0
25.1,27.1,-200,150,1076,50.35,88.5,171,0,-200,2,0,155.95,1
23.7,28.6,-200,152,1249,38.85,84.47,178,0,-200,1,0,153.97,1
22.1,36.8,-200,130,1548,54.2,73.54,109,0,-200,1,3,182.54,0
19.9,47.5,-200,140,1300,70.29,53.89,157,0,-200,1,0,125.01,1
18.7,50.4,-200,146,1029,64.39,60.08,105,0,-200,1,1,129.99,0
18.1,51.3,-200,101,1207,67.53,53.13,156,0,-200,2,0,115.53,1
17.5,53.8,-200,140,1047,48.33,71.3,180,0,-200,2,0,100.34,1
16.7,56.5,-200,130,923,43.62,37.9,155,0,-200,2,0,104.45,1
15.9,59.2,-200,120,862,59.23,78.18,120,1,-200,1,0,117.3,0
15.2,62.4,-200,132,752,58.33,56.35,132,1,-200,1,1,116.14,0
14.7,65,-200,140,791,53.62,59.66,178,1,-200,2,0,132.84,1
14.3,65.3,-200,125,697,61.31,114.6,131,1,-200,1,0,141.85,0
13.7,66.5,-200,164,664,66.44,74.48,90,0,-200,1,2,142.86,0
12.9,69.1,-200,145,891,75.8,81.11,146,1,-200,1,0,138.14,0
13.7,64.8,-200,122,813,65.77,100.39,116,1,-200,1,2,137.31,0
15.3,59,-200,120,828,50.98,39.97,121,1,-200,2,1,155.73,1
18.1,49.8,-200,108,1057,64.32,53.61,169,1,-200,1,2,143.38,0
21.5,40.7,-200,160,1011,79.71,63.06,112,1,-200,1,1,131.14,0
23.3,37.1,-200,108,932,46.89,46.17,169,1,-200,1,2,131.86,0
25.1,33.8,-200,145,881,142.36,61.24,132,0,-200,1,2,135.97,0
25.6,32.1,-200,148,646,96.28,41.81,161,0,-200,2,1,140.66,0
25.8,31.1,-200,140,536,57.34,55.09,164,1,-200,2,0,147.48,1
26.1,30.8,-200,138,746,51.58,65.54,173,0,-200,2,4,152.59,1
24.4,36,-200,120,833,62.42,41.04,160,0,-200,1,0,130.36,0
23,36.2,-200,140,802,100.48,49.71,179,0,-200,2,2,119.52,1
22.1,39.3,-200,130,838,40.36,44.75,97,0,-200,1,1,115.65,0
19.8,44.6,-200,140,1051,38.21,45.84,120,1,-200,1,2,100.54,0
18.5,48.9,-200,120,1041,26.32,76.36,172,0,-200,2,0,101.1,1
16.6,56.1,-200,140,646,35.54,44.79,179,0,-200,2,2,116.89,1
15.8,58.8,-200,130,769,87.43,50.16,179,0,-200,2,0,120.05,1
15.3,60.8,-200,110,785,66.39,49.07,130,0,-200,2,1,62.82,1
14.7,64.4,-200,112,613,59.16,46.06,132,1,-200,2,1,66.74,0
14.8,63.3,-200,136,430,34.53,52.82,125,1,-200,1,0,112.29,0
15,61.5,-200,145,485,8.08,53.39,132,0,-200,1,2,99.73,0
15.5,56.9,-200,180,467,17.66,59.44,117,1,-200,1,0,99.04,0
16,54,-200,132,436,15.84,71.01,136,1,-200,1,0,107.96,0
13.5,63.9,-200,128,682,25.9,59.98,130,1,-200,1,1,118.62,0
12.9,65.3,-200,170,927,13.59,50.7,146,1,-200,1,2,128.81,0
13.4,62.5,-200,140,1192,41.06,69.87,111,1,-200,0,0,97.19,0
14.5,58.8,-200,130,1615,31.56,61.53,142,1,-200,1,0,80.24,0
15.3,56.7,-200,120,1505,46.6,67.03,158,0,-200,1,0,94.12,1
15.6,57.4,124,115,1451,79.56,43.37,181,0,3.1,1,0,99.84,1
16.6,55.2,121,126,1409,50.09,60.05,163,0,3,2,0,106.7,1
17,54.3,114,130,1434,13.85,56.93,171,0,3.2,2,0,107.43,1
18,51.5,114,110,1457,24.79,44.14,158,0,3.1,2,2,107.25,0
19.5,47.5,106,152,1325,76.05,69,88,1,2.5,1,1,127.26,0
21.6,41.7,89,130,1120,65.44,43.53,150,1,2.1,2,2,115.95,0
22.2,38.3,82,138,931,85.42,16.63,106,0,2,1,3,107.74,0
20.3,42.8,111,134,1212,74.37,78.16,145,0,3.2,1,2,113.31,0
19.7,45.4,132,178,1353,118.35,83.27,145,0,4.1,0,0,116.06,1
18.8,47.5,121,140,1359,41.94,63.79,146,0,3.9,1,3,97,0
17.9,49.4,116,132,1273,77.74,50.27,173,0,3.1,2,2,83.16,0
17.5,50.9,100,120,1079,78.27,51.54,182,1,2,1,0,77.45,0
17.4,51.8,89,140,973,39.41,54.35,151,0,1.7,2,2,82.67,1
17,53.9,92,138,951,93.18,53.59,174,0,1.6,1,1,83.07,0
16.6,55.4,71,110,714,65.95,55.77,132,0,1,1,0,103.81,0
15.9,57,51,130,579,50.13,63.58,171,0,0.8,2,0,78.95,1
15,59.2,39,130,542,34.06,103.08,175,0,0.5,1,0,124.64,1
14.5,61.4,-200,138,562,22.27,78.25,125,1,0.5,1,1,113.56,0
14.1,61.6,35,125,526,15.5,77.84,168,0,0.5,2,2,102.46,0
14.6,58.8,64,130,659,20.13,69.99,143,0,0.8,1,0,80.09,1
14.4,58.9,94,174,1012,39.69,78.7,143,1,1.7,1,0,75.3,0
15.3,55.2,134,120,1564,54.69,59.96,172,0,4.5,2,0,80.85,1
16.2,52.5,129,138,1806,42.66,48.27,174,0,6.2,1,1,60.67,0
18.4,46.3,125,130,1604,27.96,44.81,131,0,4.4,1,0,63.05,1
19.6,41.8,107,138,1288,31.9,55.21,152,1,2.9,1,0,39.94,1
20.2,40.1,78,134,931,36.05,40.89,150,1,1.6,1,2,82.95,0
20.9,36.6,91,128,1162,70.13,41.59,105,1,2.6,1,1,80.01,1
20.4,34.7,116,120,1064,17.66,39.02,140,0,2.9,2,0,76.09,1
19.3,35.4,131,120,913,38.76,33.5,169,0,2.5,2,0,76.61,1
18.6,36.9,113,150,684,52.07,39.42,128,0,1.9,1,0,96.46,0
18.8,36.8,98,108,710,36.23,46.84,152,0,1.9,2,0,94.25,0
17.5,40.6,116,130,923,17,51.63,122,0,2.7,1,2,95.41,1
16.8,44.3,120,112,1006,30.67,38.12,125,0,3,1,0,77.62,1
16.3,47.7,126,130,1083,41.12,27.79,175,0,3.3,1,0,71.26,1
15.6,50.7,126,120,1161,26.4,36.27,99,1,3.2,1,2,81.51,0
15.7,49.4,90,120,800,41.96,76.41,182,0,1.8,2,0,67.22,1
15.8,48.6,81,150,647,23.67,62.72,114,0,1.3,0,0,60.35,1
15.7,47,74,130,649,14.46,48.12,103,1,1.1,0,0,52.51,0
15.7,45.9,67,126,575,12.85,36.8,163,0,0.9,2,0,52.07,1
15.6,44.9,46,110,455,14.91,41.37,153,0,0.7,2,0,55.8,1
15.6,44.4,30,130,392,15.33,302.08,174,0,0.4,1,1,52.92,0
16.1,42.4,-200,138,340,46.82,37.15,152,0,0.3,1,0,52.06,1
15.7,45.4,19,125,320,41.68,59.76,131,1,0.3,1,0,55.96,0
15.3,50.1,32,138,331,71.97,71.94,182,0,0.3,2,0,54.59,1
14.2,58.6,61,138,426,18.64,47.95,125,1,0.8,1,1,45.57,0
14.3,58.2,111,114,830,7.76,55.91,140,0,2.8,0,3,71.75,0
15,52,102,112,1006,38.05,72.06,143,0,3.1,2,0,70.25,1
13.6,61.4,116,100,820,23.84,127.23,122,0,2.3,1,0,79.5,1
16.1,53.1,96,150,737,48.05,127.37,114,0,1.6,0,0,55.74,1
16.6,44.3,97,140,790,39.85,36.42,157,0,1.5,2,1,56.77,1
17.4,40.3,110,122,760,9.89,40.97,174,0,1.6,2,0,29,1
18.1,42.2,103,124,767,3.13,33.38,141,0,1.8,2,0,35.45,0
14.4,51.8,79,130,626,0.76,33.51,202,0,1.4,2,0,26.39,1
10.9,76.4,104,160,776,0.52,29.56,120,1,1.9,1,3,33.2,0
16.4,47.7,69,130,589,1.02,21.89,169,0,1.2,2,0,23.83,0
18,37.1,96,125,872,0.81,44.87,168,0,2.3,2,2,34.11,0
14.7,48.7,121,118,996,1.05,33.16,151,0,3.3,2,1,27.27,1
11.3,71.3,129,120,1033,0.74,45.25,147,0,3.1,1,0,53.96,1
10,74,116,130,982,0.87,48.95,132,1,3.3,2,3,27.62,0
9.8,71.8,71,100,518,2.17,42.89,156,0,1.2,2,1,67.21,0
9.3,75.2,85,130,631,4.11,48.36,144,1,1.3,2,1,49.86,0
9.6,76,101,130,879,4.04,51.7,147,0,1.9,1,1,30.54,0
9.3,75,97,112,839,4.01,43.18,172,1,1.4,2,0,61,1
9,76.7,89,180,876,5.62,35.8,150,1,1.5,1,0,91.83,0
8.2,79.6,72,120,827,4.1,37.76,162,0,1.1,2,0,62.52,1
7.6,80.6,-200,170,781,4.99,38.1,140,1,0.8,0,0,66.54,0
8.3,75.6,57,164,699,10.86,39.43,90,0,-200,1,2,38.34,0
8.1,72.1,62,120,723,12.28,51.78,120,1,0.8,1,0,33.83,0
8.1,70.4,64,140,797,11.09,63.4,155,0,1.1,1,0,30.98,0
8.1,70.5,80,150,1138,12.31,58.21,154,0,2.6,1,3,64.52,0
9.9,64.3,118,128,1605,13.91,47.83,156,1,5.1,1,0,53.85,0
13,54.2,130,125,1569,5.27,53.64,171,0,4.2,2,2,56.36,0
16.5,42.6,113,200,1319,8.09,48.18,133,1,2.6,0,2,39.45,0
19.3,34.2,112,135,1198,7.31,56.75,170,0,2.4,2,0,37.71,1
21.5,27.4,96,105,958,5.72,41.21,154,1,2.1,1,0,53.85,1
20.4,26.7,125,135,1068,6.78,37.33,161,0,2.6,1,0,33.83,1
20.6,22.6,128,140,1010,9.33,28.74,155,1,2.8,0,0,50,0
20.6,24.8,101,140,928,7.93,34.05,179,0,2.5,2,2,74.4,1
21,25.4,95,118,816,10.05,28.94,140,0,1.9,1,0,36.29,0
21.5,24.5,138,126,1216,10.87,25.06,156,1,3.6,2,0,43.83,0
19.3,28.6,154,120,1463,10.28,32.05,158,0,4.6,1,0,36.29,1
